mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5645093441009521,0.025481344804474504,0.018319463729858397,0.0030486976457373416,0.7,1.0,5.0,0.01,100,3,8,0.3,0.1,0.6,"{'subsample': 0.7, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 0.01, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.6}",0.9176470588235294,0.9361702127659575,0.9425742574257425,0.9275929549902152,0.9291338582677166,0.9306236684546322,0.00840687678711167,1,0.9855649576903932,0.9860973187686196,0.9870259481037924,0.9880358923230309,0.9910358565737052,0.9875519946919082,0.001934558018199386
0.8683270454406739,0.036283380589037434,0.019730138778686523,0.003591343299105956,1.0,1.0,1.5,0.0,200,1,7,0.2,0.0,0.5,"{'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.5}",0.9227722772277228,0.9364161849710982,0.9309664694280079,0.9317738791423001,0.9309664694280079,0.9305790560394274,0.004398764601437311,2,0.9964947421131698,0.9954977488744372,0.9965052421367948,0.9974987493746873,0.998001998001998,0.9967996961002175,0.0008728083401389429
0.8982343196868896,0.061746890763442114,0.018546056747436524,0.002253160218932013,0.8,1.0,2.0,1.0,200,5,8,0.2,0.3,0.6,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.2, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.923679060665362,0.9384615384615385,0.9325396825396826,0.92578125,0.9291338582677166,0.9299190779868599,0.0052252694822848495,3,0.9826130153999006,0.9820538384845464,0.981094527363184,0.9831181727904668,0.9866137828458106,0.9830986673767816,0.0018815163923054466
2.991142749786377,0.029841496449762066,0.018341064453125,0.0020564750556407857,0.6,1.0,2.0,0.0,700,5,7,0.05,0.1,0.6,"{'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}",0.91796875,0.9272030651340997,0.9362549800796812,0.931237721021611,0.9349112426035503,0.9295151517677883,0.0065753397661363405,4,0.9831013916500994,0.982089552238806,0.9835902536051716,0.9846000993541977,0.9851042701092354,0.983697113391502,0.0010720102559079675
0.8322382926940918,0.03802039906744275,0.018082141876220703,0.005115328231474588,1.0,1.0,1.0,0.1,300,5,4,0.1,0.3,1.0,"{'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 1.0}",0.9242718446601942,0.9371428571428572,0.9333333333333333,0.9245647969052224,0.9273084479371316,0.9293242559957477,0.005088143438691939,5,0.9689502217841302,0.9733727810650887,0.9708929452392698,0.972972972972973,0.9758024691358025,0.9723982780394529,0.0023248039148810046
2.2160833835601808,0.06534279778792852,0.020228004455566405,0.005247798502724276,0.7,1.0,5.0,0.01,700,1,4,0.1,0.3,1.0,"{'subsample': 0.7, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 0.01, 'n_estimators': 700, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 1.0}",0.9306930693069307,0.9343629343629344,0.9224652087475149,0.931237721021611,0.9264413518886679,0.9290400570655318,0.004144323782197923,6,0.994994994994995,0.9944917376064096,0.9955022488755623,0.995004995004995,0.9965087281795512,0.9953005409323026,0.000683413645417905
1.8430888652801514,0.03654678813665944,0.01464066505432129,0.0007707488297135081,0.9,1.0,2.0,0.01,700,1,5,0.3,0.1,0.6,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.01, 'n_estimators': 700, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.6}",0.9188118811881189,0.9361702127659575,0.9309664694280079,0.9375,0.9212598425196851,0.9289416811803537,0.007631772408056285,7,0.9964982491245623,0.9955022488755623,0.9964982491245623,0.9974962443665498,0.998,0.9967989982982474,0.0008707486851617496
1.172417974472046,0.0420587586481534,0.015218830108642578,0.0007488250884242161,0.8,1.0,1.0,0.0,300,7,7,0.1,0.5,0.8,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.9260700389105059,0.9366602687140115,0.9270216962524654,0.9296875,0.9224652087475149,0.9283809425248994,0.004742110640853703,8,0.979692917285785,0.9811320754716981,0.9825783972125436,0.9801192842942346,0.9831181727904668,0.9813281694109456,0.001337242478075163
0.44192280769348147,0.059882671203622895,0.017289018630981444,0.002016573881148077,0.9,1.0,1.0,0.1,100,1,4,0.3,0.5,1.0,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 0.5, 'colsample_bytree': 1.0}",0.9233791748526523,0.9361702127659575,0.931237721021611,0.9263565891472868,0.9230769230769231,0.9280441241728861,0.00501028921331573,9,0.9910179640718563,0.9905047476261869,0.9885401096163428,0.9915211970074813,0.9920239282153539,0.9907215893074441,0.0012024284646841106
4.0210826873779295,0.05681731694201642,0.021140384674072265,0.0019278105628108186,0.7,1.0,1.5,0.0,1000,3,7,0.05,0.1,0.7,"{'subsample': 0.7, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9227722772277228,0.933852140077821,0.9264413518886679,0.9294117647058824,0.9267326732673268,0.9278420414334843,0.0036737026253530164,10,0.9959919839679359,0.995,0.9954977488744372,0.996,0.9975012493753124,0.9959981964435372,0.0008373832901002224
1.678067684173584,0.06540524098540214,0.014675235748291016,0.0009113531970273482,1.0,1.0,5.0,0.1,700,7,7,0.3,0.1,0.8,"{'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.9176470588235294,0.9341085271317829,0.9372549019607843,0.9209486166007905,0.9282868525896414,0.9276491914213058,0.007474485453639229,11,0.9860696517412936,0.9840319361277445,0.9875187219171243,0.98456943753111,0.9880478087649402,0.9860475112164426,0.0015756513680773138
0.655449104309082,0.019341846795247152,0.015252494812011718,0.0007088555664052958,0.9,1.0,1.5,0.1,200,3,7,0.2,0.5,0.6,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.9148514851485149,0.9366602687140115,0.9330708661417323,0.9275929549902152,0.9251968503937008,0.9274744850776349,0.0074865196735615785,12,0.9890329012961117,0.9865202196704943,0.9875435974090683,0.9910179640718563,0.991044776119403,0.9890318917133868,0.0018176745831766316
1.4078601360321046,0.01477162506531494,0.017911624908447266,0.003971480876679653,0.6,1.0,1.5,1.0,300,3,8,0.1,0.0,1.0,"{'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 1.0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 1.0}",0.9194499017681729,0.9323017408123792,0.9270216962524654,0.9296875,0.9285714285714286,0.9274064534808891,0.004335410742333978,13,0.9875311720698254,0.9865336658354115,0.9885401096163428,0.9880358923230309,0.9915211970074813,0.9884324073704184,0.0016808860676681499
2.169746160507202,0.10384554432533882,0.01566004753112793,0.0006599045546800829,0.7,1.0,1.5,0.0,500,1,7,0.05,0.0,0.8,"{'subsample': 0.7, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",0.9230769230769231,0.9343629343629344,0.9246031746031746,0.9260700389105059,0.9285714285714286,0.9273368999049934,0.003952589394644425,14,0.9964947421131698,0.9954932398597897,0.9964982491245623,0.9964982491245623,0.9975012493753124,0.9964971459194792,0.0006349896596174119
1.7037292003631592,0.09769143466852884,0.01669588088989258,0.002429917096861007,0.9,1.0,1.5,1.0,500,3,4,0.3,0.0,0.8,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 1.0, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 0.8}",0.9191321499013807,0.9418604651162791,0.9221556886227545,0.9294117647058824,0.9224652087475149,0.9270050554187623,0.008155791246470959,15,0.9954887218045113,0.994994994994995,0.9959919839679359,0.995995995995996,0.9975037443834248,0.9959950882293725,0.0008405530661788816
3.859873390197754,0.06131524075188102,0.016593742370605468,0.0011108570556859511,0.8,1.0,2.0,0.0,1000,1,8,0.3,0.0,1.0,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 1.0}",0.9291338582677166,0.9341085271317829,0.9304174950298211,0.9215686274509803,0.9181636726546906,0.9266784361069982,0.00589622342524677,16,0.9964912280701754,0.9954977488744372,0.9964947421131698,0.9975012493753124,0.998,0.996796993686619,0.0008736230277327241
2.9752432823181154,0.03218469873336646,0.01885852813720703,0.0028085461924688706,0.9,0.30689102564102566,1.0,0.01,1000,1,4,0.05,0.1,0.8,"{'subsample': 0.9, 'scale_pos_weight': np.float64(0.30689102564102566), 'reg_lambda': 1, 'reg_alpha': 0.01, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.9233870967741935,0.9333333333333333,0.9102040816326531,0.9386138613861386,0.927710843373494,0.9266498432999626,0.009695783420208087,17,0.9903894790085989,0.9908998988877654,0.9908998988877654,0.9924357034795764,0.9949698189134809,0.9919189598354373,0.0016727849316421708
1.7183932304382323,0.035298777911807994,0.020438528060913085,0.009905083692337509,0.8,1.0,1.0,1.0,700,7,7,0.1,1.0,0.8,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1.0, 'n_estimators': 700, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 0.8}",0.9206963249516441,0.9297912713472486,0.932806324110672,0.9278752436647173,0.9215686274509803,0.9265475583050525,0.004700707528226866,18,0.9664694280078896,0.967011324470704,0.9650762420068864,0.9680589680589681,0.96751968503937,0.9668271295167636,0.0010222078622966174
